39.70043622,8.3346434,3.15614987,3.67410999,0.56298325,6.85601767,2.91740348,3.73868993,4.1398429,8.42165418,6.20036309,7.11894589,1.34198104,6.01395847,8.69886027,7.78061939,7.45065894,3.2903478,7.60889751,7.88253551,.72508487,0.44682163,2.20363499,8.8152915,3.91462187,2.88028605,5.38132098,3.44013458,7.77316012,7.24465642,6.29122855,8.15135433,7.60178544,.49336276,2.10073209,6.30290808,5.25242234,5.01983207,1.77227652,2.48081041,6.26205862,3.16651719,0.78108174,1.25646163,0.75289849,1.34938082,4.56003867,1.4790863,1.55085127,3.22716433,7.53777866,8.22418748,0.74329052,5.16139847,4.7651481,8.56943225,5.55431019,7.52059915,9.71398255,1.97715695,9.39616294,2.00372365,8.22378098,0.61431165,6.47855119,1.65182553,1.41501378,8.8565188,7.4391803,5.4328783,1.07575468,6.07485759,4.4950057,4.70978483,8.35284701,9.29324924,7.74335709
20.17625279,2.4037289,5.46804452,5.29041799,2.50688739,8.88052033,2.19796928,7.40210161,0.79907647,4.82316309,3.50062637,6.07706149,3.78709772,1.64019211,5.18704225,6.73562482,3.13865864,7.96971998,0.88810973,5.08750017,9.88225412,6.05760077,8.34991136,0.69292248,3.76867449,4.41262501,3.0783059,5.22397162,1.19684321,1.55317516,8.7712099,1.02451689,7.33762326,0.56299134,2.55037215,7.82311929,0.91720794,2.76663858,1.68713663,2.8937664,3.70824922,0.11732809,2.6850556,8.13687943,5.83832675,7.48531812,6.05321581,9.2119345,3.7530455,1.3737204,0.41053107,0.60245631,8.3955153,8.58403271,9.49374326,9.38056116,5.26525465,9.70128268,0.63694412,9.80492347,3.26417704,8.30005594,5.89115409,2.57285339,8.66159751,6.38894579,0.29192864,4.85953979,2.87066239,7.39314812,4.30846907,4.03410491,1.15346163,4.43131996,9.27785601,8.79370982,8.11301218
24.1795623,9.47101428,4.38863268,6.00057076,5.43776123,1.35149963,0.84972958,1.07943378,2.91184006,5.72959368,4.78803734,2.03635814,6.66487211,2.12690753,4.90024827,7.64118843,2.67382353,7.65606377,2.1402551,9.57478672,6.38130965,0.67995432,8.30491947,9.25375185,1.2038958,5.14565966,2.05005074,3.54207255,9.63651331,.4716404,0.21026209,1.64951954,5.7968055,5.43470899,8.83697503,7.85845496,4.22619242,7.22542391,4.67264318,5.26588752,9.36063884,3.57044724,1.43158793,1.86253462,3.02696624,6.13773291,1.92348468,3.00517352,4.16382997,0.46053109,0.33442938,1.5253663,4.7972823,8.84974242,7.33270499,4.18208009,2.58482423,7.64348513,1.55273302,1.11317419,7.12961453,1.58291922,4.85816322,8.1595978,3.82757459,4.64785707,7.03379166,2.11681854,1.13670021,9.01234561,2.16002488,5.52718329,6.30422115,6.93484197,0.02236609,3.01731892,3.13282576
20.88900097,0.47615437,8.46708372,5.3651464,1.50998418,7.45403787,.75012479,8.55215609,0.64090029,9.68802479,1.68940155,3.89266185,2.51840934,2.42489192,1.03330161,4.60276304,3.9968216,8.22196451,2.77979727,9.3422073,0.20176692,6.18294303,2.33892986,0.76282293,0.7895762,8.95335518,3.47196704,1.80884669,0.08649483,5.09283952,0.77653038,0.03071635,4.5619392,.86433495,6.57315497,9.36575853,5.73685073,2.4092819,5.81166805,8.32538621,.89506036,1.29926924,8.25077769,9.56326181,1.74205521,9.11451481,4.03246717,.07762944,2.20410718,4.07882786,3.50143926,9.23291794,7.80314212,7.38619741,0.07369862,6.28955528,5.09287741,0.7484847,5.84871858,9.765937,0.99144068,4.19930581,6.16653481,3.86708583,4.47409469,5.81437473,9.85794733,1.67125809,8.08379907,4.11227624,8.81775566,4.01529962,9.3318483,0.55319235,1.16066844,3.8811794,3.77735412
30.78144294,3.67022135,3.88582034,3.98119838,5.60978493,8.91101873,1.79266826,5.78626324,4.64857124,2.6092734,4.48644665,4.10578936,9.00329676,8.22505843,7.28763631,7.57570764,5.35537284,2.39756457,3.6861082,3.80602914,9.1274977,2.86050604,1.22656945,5.09212537,1.44377481,5.134328,.84023135,0.0526627,0.36757847,8.75778718,9.29990919,8.82958997,3.90424499,1.22178497,9.26801991,4.88268831,1.32564473,2.66370421,1.96088713,6.30586546,9.82101248,7.91378714,8.63213397,3.01840438,6.37109873,9.25459013,9.56422,0.65675573,.64108708,1.0168833,1.00286822,0.16965249,0.82047624,5.03142408,2.76540312,7.83304153,4.86931574,6.34106807,3.41122089,1.70958738,2.76888719,5.59990557,7.33701421,6.72396991,2.01359387,2.9211785,5.41245818,9.11530647,0.36095388,1.91147159,3.2758027,2.33482427,0.84911817,8.22733729,.20363142,6.47910964,5.32192127
11.19404081,6.78741052,2.73470827,8.73445777,6.36856463,9.72741898,3.14437416,2.05473543,1.52938176,2.56802198,8.65423157,2.14936604,4.50918222,7.2214893,2.1045995,0.01121719,5.70085845,1.38885985,7.96910681,0.26217958,7.96234827,1.78766519,5.49104658,3.45788607,8.26959594,2.94554417,1.66914958,2.42404629,3.05444449,9.43934322,0.70417589,8.09020834,6.18384838,7.66662384,9.3299109,2.74587593,9.85187159,.54497441,6.03101595,3.91577538,5.78294358,2.85871739,.16935694,0.25573289,7.24920296,1.10962045,3.19244906,2.24136239,7.30726588,6.90746191,7.6234767,1.8465476,5.04410539,1.67137336,5.65216813,1.70642514,5.33816236,4.28391028,6.61910782,2.29860635,4.0407711,8.81179672,6.96156655,8.47809037,4.08008917,6.21142947,1.83539864,8.85941941,7.32579804,7.82420104,1.84202968,1.09279843,.65465595,6.66083497,4.57830383,0.68734131,6.84308451
21.34008732,6.51115358,0.80986083,5.10378066,6.99579682,8.39068864,.92816633,7.09570346,.19661144,0.50454472,2.70274555,9.08560028,9.49060565,3.28661993,5.9928073,7.64650985,4.40495054,9.13334122,1.42838291,3.57865691,7.42697295,1.46401983,2.18830009,.86984089,7.61106735,9.60943387,4.61913366,6.8375638,6.41720597,2.0838053,4.16903615,5.81684977,7.46853377,4.38396111,9.51205861,0.71471695,6.51631771,4.35121037,8.18943692,4.71464766,4.13622371,3.04820166,2.1045779,0.15609603,1.39471228,1.93526896,5.17368391,5.84523393,2.46050227,6.45803389,3.89823621,.59479425,9.49953067,6.46515794,9.15575229,3.7331013,7.36899726,9.52223984,3.14495266,7.39100652,0.9898482,7.59190535,7.01764967,7.59399786,2.8061872,6.76939755,.25344246,2.20043584,.33663284,8.34582546,5.2072547,5.54046755,4.33592356,0.12140663,2.81962129,3.48129347,3.30919299
24.08431017,6.77900041,4.92855289,2.98316808,7.65217642,1.79462147,1.30136589,3.98497753,.67346111,4.84482168,9.73413535,6.36607144,5.80267797,2.85390099,2.77004378,9.34978515,5.81538159,.29855152,5.16945151,3.76728814,8.6535551,1.76047235,4.62837145,6.62558081,0.15364287,8.92462784,6.63797834,7.95631411,0.14072129,5.07189916,9.39170174,8.78151594,.75216324,5.30838102,1.39918673,9.91566517,1.96784325,8.28644577,5.68073396,3.90788324,4.44233233,.73496582,9.50090225,5.5016462,1.54131268,0.38075311,1.07801952,3.19208692,8.71161042,1.73009168,0.38452546,9.52759909,8.65869131,3.17049143,5.96636149,7.93150092,8.16029611,1.08305931,3.19390441,7.24869581,3.51175757,2.07975546,8.47765684,7.13026258,6.9841929,3.28364236,0.08285295,4.07925496,1.1608349,5.95956561,1.84043698,0.48036502,4.13964372,0.04266737,2.46296655,3.90076134,8.3730151
26.86536303,7.74685818,5.71653339,2.44168001,0.63717277,1.81659204,3.13117555,2.48125225,1.87377403,4.7816984,6.52782666,8.92452527,4.53222483,4.98845798,9.27250802,4.02104545,8.88472022,1.91464633,1.21829966,8.36053783,7.34996025,7.10413856,1.83601498,6.33290451,4.24681661,6.39664367,3.62008239,6.698228,4.8505124,2.45863635,3.57446244,4.39760827,9.99452035,7.93535983,7.39087073,.66171437,7.64300522,9.33367179,6.88007212,8.74760084,4.43936993,4.01336775,1.91079997,7.11986837,7.22715908,4.47443042,8.77074244,5.81580121,1.26528864,9.5888506,4.80480746,3.9932894,.29820237,8.14063767,0.45240022,.29511796,.78580764,7.39347088,6.8292463,8.27552445,7.17515356,3.47517493,6.8581958,8.30072154,0.07164443,4.37015987,1.29496413,2.22839509,9.52946938,.37871246,2.63992518,1.5760133,4.70193273,4.83954459,7.7548063,2.91038728,2.48002859
10.18610871,0.56081007,4.08958112,2.11458794,8.37803066,6.64972742,4.01612682,2.95883167,4.91214172,8.42775621,4.12198646,6.95684605,2.76794509,2.80371438,4.70754019,5.54231532,6.76247511,9.1256554,0.66645704,9.19727788,2.58002416,6.0648558,4.15598761,8.30715511,1.13051924,3.51492155,0.39549439,1.77607628,0.7475605,6.53271245,1.78758533,1.65136626,7.60682548,7.22675799,5.36099487,1.77228368,9.89382816,0.78868069,8.20173715,0.77068665,6.23433248,5.81000326,.28898626,9.70007113,4.29539752,4.1304709,6.76665048,5.18642531,5.49836416,9.62488461,3.89176315,8.61914838,9.63155803,5.08624429,1.00028133,.7978612,7.53003254,1.43912364,1.15334757,8.7349607,9.13484644,4.87618581,1.84504948,0.58808709,9.10411919,5.33138945,1.94171074,1.23914136,7.21406646,1.02583745,5.20510104,0.99986442,5.80911489,4.15252271,5.16066154,0.41326039,3.21527786
